game,round,turn,seat,player,secs,plays,dead,fromHand,fromGoal,fromPort,fromBrig,draws,hold1,hold2,hold3,hold4,emptyRuns,brigKings,endedBy
gms2qk2wcrsjw,2,11,3,Player 3,29,3,0,1,2,0,0,0,1,5,4,,0,2,handoff
gms2qk2wcrsjw,2,12,1,Player 1,25,2,0,1,1,0,0,0,0,5,4,,0,2,round-end
gms2qk2wcrsjw,3,1,3,Player 3,13,0,1,0,0,0,0,0,7,7,7,,3,1,handoff
gms2qk2wcrsjw,3,2,1,Player 1,17,2,0,2,0,0,0,0,7,7,7,,3,1,handoff
gms2qk2wcrsjw,3,3,2,Player 2,12,1,0,0,1,0,0,0,7,6,7,,2,1,handoff
gms2qk2wcrsjw,3,4,3,Player 3,11,1,0,1,0,0,0,0,7,6,7,,2,1,handoff
gms2qk2wcrsjw,3,5,1,Player 1,26,0,1,0,0,0,0,0,7,6,7,,2,1,handoff
gms2qk2wcrsjw,3,6,2,Player 2,17,1,0,1,0,0,0,0,7,6,7,,2,1,handoff
gms2qk2wcrsjw,3,7,3,Player 3,13,1,0,0,1,0,0,0,7,6,6,,2,1,handoff
gms2qk2wcrsjw,3,8,1,Player 1,41,6,0,4,1,0,1,0,6,6,6,,2,0,handoff
gms2qk2wcrsjw,3,9,2,Player 2,32,2,0,1,0,1,0,0,6,6,6,,3,2,handoff
gms2qk2wcrsjw,3,10,3,Player 3,26,1,0,1,0,0,0,0,6,6,6,,2,2,handoff
gms2qk2wcrsjw,3,11,1,Player 1,54,9,0,2,4,1,2,0,2,6,6,,1,0,handoff
gms2qk2wcrsjw,3,12,2,Player 2,42,4,0,3,1,0,0,0,2,5,6,,1,0,handoff
gms2qk2wcrsjw,3,13,3,Player 3,43,3,0,2,1,0,0,0,2,5,5,,1,0,handoff
gms2qk2wcrsjw,3,14,1,Player 1,26,3,0,2,0,1,0,0,2,5,5,,1,0,handoff
gms2qk2wcrsjw,3,15,2,Player 2,26,3,0,3,0,0,0,0,2,5,5,,1,0,handoff
gms2qk2wcrsjw,3,16,3,Player 3,20,1,0,1,0,0,0,0,2,5,5,,1,0,handoff
gms2qk2wcrsjw,3,17,1,Player 1,33,3,0,2,0,1,0,0,2,5,5,,2,3,handoff
gms2qk2wcrsjw,3,18,2,Player 2,19,2,0,2,0,0,0,0,2,5,5,,2,3,handoff
gms2qk2wcrsjw,3,19,3,Player 3,27,1,0,1,0,0,0,0,2,5,5,,2,3,handoff
gms2qk2wcrsjw,3,20,1,Player 1,23,0,1,0,0,0,0,0,2,5,5,,2,3,handoff
gms2qk2wcrsjw,3,21,2,Player 2,38,7,0,4,2,1,0,0,2,3,5,,0,3,handoff
gms2qk2wcrsjw,3,22,3,Player 3,142,12,0,2,3,4,3,0,2,3,2,,0,0,handoff
gms2qk2wcrsjw,3,23,1,Player 1,44,1,0,1,0,0,0,0,2,3,2,,0,0,handoff
gms2qk2wcrsjw,3,24,2,Player 2,31,4,0,1,3,0,0,0,2,0,2,,0,1,round-end
gms2qk2wcrsjw,4,1,1,Player 1,19,0,1,0,0,0,0,0,7,7,7,,3,1,handoff
gms2qk2wcrsjw,4,2,2,Player 2,11,0,1,0,0,0,0,0,7,7,7,,3,1,handoff
gms2qk2wcrsjw,4,3,3,Player 3,13,2,0,2,0,0,0,0,7,7,7,,2,1,handoff
gms2qk2wcrsjw,4,4,1,Player 1,52,11,0,3,7,0,1,0,0,7,7,,1,0,round-end
